0.14052248	0.026596466	-0.21048938	-0.028690469	0.16692828	0.19069251	-0.06461823	0.14909829	-0.14594112	0.19421388	0.2682902	-0.08940222	-0.010631618	0.19047827	-0.13864133	0.17134301
0.4822529	-0.04821653	0.06421483	-0.24806441	0.4566561	0.36729276	0.21542495	0.26019368	-0.42100343	0.21899223	0.20112455	-0.34971574	-0.040723737	-0.03849613	-0.14879394	-0.028243711
-0.17028466	0.14388736	-0.106935106	-0.1304088	-0.05098117	-0.018057285	-0.17168353	0.15265878	0.0018536203	0.2774872	0.11392034	0.0630237	-0.11306355	0.26918316	-0.27288514	0.17117684
-0.066408716	0.11775942	-0.16988999	0.06339479	0.0019277184	0.05209813	-0.20208512	-0.01583095	-0.12493477	0.17260163	0.008414446	0.1491168	0.0032066698	0.06610931	-0.13223886	0.30652168
0.016050976	-0.10236471	-0.19502085	0.14550453	0.100690365	0.10038662	-0.12980898	0.097517826	0.1159168	-0.07797534	0.3046313	-0.10185415	-0.023332966	0.17953618	0.017133215	-0.05911458
-0.44265833	0.30986303	0.15190946	-0.09454573	-0.49247006	-0.45237824	-0.31153435	-0.09238655	0.15403141	0.44565046	-0.28104055	0.38601506	-0.22228046	0.43797284	-0.5691519	0.37668705
0.15106541	0.04796196	-0.15331325	-0.07620453	0.14777736	0.097873	-0.0034400106	0.1660938	-0.24717146	0.13277386	0.17030081	-0.055603	0.08664723	0.059772525	-0.0510911	0.097814724
0.17617227	0.0059087607	-0.09904479	-0.065488085	0.04722257	0.007674994	0.08631967	0.30036822	0.021409871	-0.015407744	0.25966534	-0.04267896	-0.12959288	0.3359891	-0.081619486	0.06585202
-0.43198296	0.09383872	-0.22098339	0.29848394	-0.48701075	-0.3917889	-0.33934027	0.20899224	0.40838298	0.0072092223	0.20447913	0.4609656	-0.19886588	0.50500107	-0.26730868	0.27864754
0.011240743	0.30491412	0.11280296	-0.24679826	0.008831958	0.068736434	0.08070319	0.11943593	-0.22116238	0.3513304	-0.108562894	0.19848076	-0.23188688	0.09372159	-0.34476212	0.35814932
0.4851279	0.30406204	0.1048945	-0.30363148	0.18667167	0.21798833	0.36763245	0.31861266	-0.20407149	0.21494284	0.020788047	0.18990292	-0.31369698	0.051352933	-0.093533605	0.33069
0.21580243	-0.14781478	-0.14951798	0.08921987	-0.01708697	-0.14337933	0.21532895	0.52816015	0.3680581	-0.20106116	0.47073707	-0.023622047	-0.21312141	0.4605252	0.02500688	-0.09532906
-0.15211318	-0.27598473	-0.31549233	0.38381568	-0.025932776	-0.030309504	-0.26297992	0.01071698	0.33947042	-0.22405623	0.39083531	-0.06045877	0.20501736	0.19867596	0.18195118	-0.16341518
0.21712893	-0.011415129	-0.13918105	0.010101404	0.18186902	0.12994708	-0.099031374	0.046270806	-0.25708923	0.18468575	0.14630736	-0.14558859	0.09757207	-0.006070682	-0.060904734	0.083268665
0.2781427	-0.14196454	-0.017740479	-0.015482317	0.41890118	0.3947436	-0.108450145	-0.16600716	-0.5232464	0.110878	0.11059388	-0.44983482	0.27870676	-0.26781934	-0.038737997	-0.28545913
0.5345443	-0.18982895	0.08811017	-0.15257713	0.4950932	0.341219	0.25249606	0.4031761	-0.2141636	-0.017295416	0.37893268	-0.3996652	-0.08567692	0.04678116	-0.008943002	-0.29878205
0.27652252	-0.3650592	-0.17501949	0.15838611	0.3058736	0.24224742	-0.008231756	0.15048684	0.026915926	-0.1257675	0.4989869	-0.3905806	0.18798159	0.15512411	0.054004982	-0.3446236
-0.020338109	0.008022679	-0.13779221	0.10140665	0.15872256	0.20421271	-0.2794499	-0.2445182	-0.4385034	0.2551924	-0.032800663	-0.118364	0.35258716	-0.19538109	-0.14943747	0.014121506
-0.37729186	0.63904655	0.49217615	-0.47301957	-0.28662154	-0.090171464	-0.40301204	-0.5798173	-0.7204202	0.762859	-0.69765747	0.42417306	-0.20758814	-0.55806524	-0.6741696	0.48362273
0.09913045	0.009129698	-0.28617534	0.19891633	-0.057378527	0.0027206307	-0.13876958	0.0042594317	-0.034941692	-0.11897383	0.1167864	0.13678806	-0.07703047	-0.018827355	0.07897114	0.12839365
0.13943613	0.17174315	-0.0723282	-0.022275304	-0.025448034	0.028650917	-0.06437336	0.057704892	-0.06585079	0.15861551	0.052375525	0.22682454	-0.10630954	-0.00059675064	0.001652112	0.29552516
-0.14778489	0.062288005	0.12948227	-0.12718287	-0.20758942	-0.2775591	0.10036272	0.23766774	0.19300304	0.12350558	0.19926253	0.053315323	-0.1318571	0.389818	-0.28144094	0.073535636
0.3209652	-0.31459105	0.040993594	-0.08945548	0.20802863	0.078001	0.2724404	0.33585393	0.23586524	-0.23936051	0.5094252	-0.3324047	-0.17500927	0.49513775	-0.06257976	-0.3244288
0.16065371	0.3745616	0.28604105	-0.4450993	0.1045241	0.11072079	0.26056474	0.21044168	-0.3317245	0.4809478	-0.111579314	0.027783917	-0.314788	-0.0062008654	-0.4560589	0.27386817
